word_id,sentence_id,sentence,context,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
24461,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",ay mga mananampalataya ng Panginoong,mananampalataya,FIL,,TRUE,,,,
24462,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",mga mananampalataya ng Panginoong Jesus,ng,FIL,,TRUE,,,,
24463,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .","mananampalataya ng Panginoong Jesus ,",Panginoong,FIL,NE,TRUE,,,,
24464,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .","ng Panginoong Jesus , na",Jesus,UNK,NE,TRUE,,,,
24465,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .","Panginoong Jesus , na sila",",",SYM,,TRUE,,,,
24466,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .","Jesus , na sila ay",na,FIL,,TRUE,,,,
24467,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",", na sila ay naging",sila,FIL,,TRUE,,,,
24468,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",na sila ay naging mga,ay,FIL,,TRUE,,,,
24469,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",sila ay naging mga disipulo,naging,FIL,,TRUE,,,,
24470,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",ay naging mga disipulo ng,mga,FIL,,TRUE,,,,
24471,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",naging mga disipulo ng Panginoong,disipulo,FIL,,TRUE,,,,
24472,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",mga disipulo ng Panginoong Jesus,ng,FIL,,TRUE,,,,
24473,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",disipulo ng Panginoong Jesus .,Panginoong,FIL,NE,TRUE,,,,
24474,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",ng Panginoong Jesus .,Jesus,UNK,NE,TRUE,,,,
24475,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",Panginoong Jesus .,.,SYM,,TRUE,,,,
24476,1522,ang ganda mo / nagdabog /,ang ganda mo,ang,FIL,,TRUE,,,,
24477,1522,ang ganda mo / nagdabog /,ang ganda mo /,ganda,FIL,,TRUE,,,,
24478,1522,ang ganda mo / nagdabog /,ang ganda mo / nagdabog,mo,FIL,,TRUE,,,,
24479,1522,ang ganda mo / nagdabog /,ganda mo / nagdabog /,/,SYM,,TRUE,,,,
24480,1522,ang ganda mo / nagdabog /,mo / nagdabog /,nagdabog,FIL,,TRUE,,,,
24481,1522,ang ganda mo / nagdabog /,/ nagdabog /,/,SYM,,TRUE,,,,
24482,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,lord nawa ako,lord,ENG,,FALSE,ENG,NE,,
24483,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,lord nawa ako ay,nawa,FIL,,TRUE,,,,
24484,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,lord nawa ako ay mapatawad,ako,FIL,,TRUE,,,,
24485,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,nawa ako ay mapatawad ni,ay,FIL,,TRUE,,,,
24486,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,ako ay mapatawad ni Mami,mapatawad,FIL,,TRUE,,,,
24487,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,ay mapatawad ni Mami kung,ni,FIL,,TRUE,,,,
24488,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,mapatawad ni Mami kung sakaling,Mami,UNK,NE,TRUE,,,,
24489,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,ni Mami kung sakaling bumagsak,kung,FIL,,TRUE,,,,
24490,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,Mami kung sakaling bumagsak ako,sakaling,FIL,,TRUE,,,,
24491,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,kung sakaling bumagsak ako,bumagsak,FIL,,TRUE,,,,
24492,1523,lord nawa ako ay mapatawad ni Mami kung sakaling bumagsak ako,sakaling bumagsak ako,ako,FIL,,TRUE,,,,
24493,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",Kabilang ay ang,Kabilang,FIL,,TRUE,,,,
24494,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",Kabilang ay ang mga,ay,FIL,,TRUE,,,,
24495,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",Kabilang ay ang mga pilay,ang,FIL,,TRUE,,,,
24496,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .","ay ang mga pilay ,",mga,FIL,,TRUE,,,,
24497,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .","ang mga pilay , bulag",pilay,FIL,,TRUE,,,,
24498,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .","mga pilay , bulag ,",",",SYM,,TRUE,,,,
24499,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .","pilay , bulag , amputee",bulag,FIL,,TRUE,,,,
24500,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",", bulag , amputee at",",",SYM,,TRUE,,,,
24501,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .","bulag , amputee at yung",amputee,ENG,,TRUE,,,,
24502,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",", amputee at yung may",at,FIL,,TRUE,,,,
24503,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",amputee at yung may cerebral,yung,FIL,,TRUE,,,,
24504,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",at yung may cerebral palsy,may,FIL,,TRUE,,,,
24505,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",yung may cerebral palsy .,cerebral,ENG,,TRUE,,,,
24506,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",may cerebral palsy .,palsy,ENG,,TRUE,,,,
24507,1524,"Kabilang ay ang mga pilay , bulag , amputee at yung may cerebral palsy .",cerebral palsy .,.,SYM,,TRUE,,,,
24508,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",Hwag matakot ayon,Hwag,FIL,,TRUE,,,TRUE,wrong spelling
24509,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",Hwag matakot ayon kay,matakot,FIL,,TRUE,,,,
24510,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",Hwag matakot ayon kay Quiboloy,ayon,FIL,,TRUE,,,,
24511,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !","matakot ayon kay Quiboloy ,",kay,FIL,,TRUE,,,,
24512,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !","ayon kay Quiboloy , hawak",Quiboloy,UNK,NE,TRUE,,,,
24513,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !","kay Quiboloy , hawak nya",",",SYM,,TRUE,,,,
24514,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !","Quiboloy , hawak nya ang",hawak,FIL,,TRUE,,,,
24515,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",", hawak nya ang remote",nya,FIL,,TRUE,,,TRUE,
24516,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",hawak nya ang remote control,ang,FIL,,TRUE,,,,
24517,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",nya ang remote control upang,remote,ENG,,TRUE,,,,
24518,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",ang remote control upang kontrolin,control,ENG,,TRUE,,,,
24519,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",remote control upang kontrolin ang,upang,FIL,,TRUE,,,,
24520,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",control upang kontrolin ang lahat,kontrolin,FIL,,TRUE,,,,
24521,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",upang kontrolin ang lahat ng,ang,FIL,,TRUE,,,,
24522,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",kontrolin ang lahat ng klase,lahat,FIL,,TRUE,,,,
24523,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",ang lahat ng klase ng,ng,FIL,,TRUE,,,,
24524,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",lahat ng klase ng disasters,klase,FIL,,TRUE,,,,
24525,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",ng klase ng disasters !,ng,FIL,,TRUE,,,,
24526,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",klase ng disasters !,disasters,ENG,,TRUE,,,,
24527,1525,"Hwag matakot ayon kay Quiboloy , hawak nya ang remote control upang kontrolin ang lahat ng klase ng disasters !",ng disasters !,!,SYM,,TRUE,,,,
24528,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",Sasabihin lang na,Sasabihin,FIL,,TRUE,,,,
24529,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",Sasabihin lang na patay,lang,FIL,,TRUE,,,,
24530,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",Sasabihin lang na patay na,na,FIL,,TRUE,,,,
24531,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",lang na patay na ang,patay,FIL,,TRUE,,,,
24532,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",na patay na ang tatay,na,FIL,,TRUE,,,,
24533,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",patay na ang tatay nya,ang,FIL,,TRUE,,,,
24534,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .","na ang tatay nya ,",tatay,FIL,,TRUE,,,,
24535,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .","ang tatay nya , may",nya,FIL,,TRUE,,,TRUE,wrong spelling
24536,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .","tatay nya , may karugtong",",",SYM,,TRUE,,,,
24537,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .","nya , may karugtong pa",may,FIL,,TRUE,,,,
24538,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",", may karugtong pa na",karugtong,FIL,,TRUE,,,,
24539,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",may karugtong pa na he,pa,FIL,,TRUE,,,,
24540,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",karugtong pa na he is,na,FIL,,TRUE,,,,
24541,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",pa na he is an,he,ENG,,TRUE,,,,
24542,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",na he is an army,is,ENG,,TRUE,,,,
24543,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .","he is an army ,",an,ENG,,TRUE,,,,
24544,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .","is an army , nasa",army,ENG,,TRUE,,,,
24545,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .","an army , nasa libibgan",",",SYM,,TRUE,,,,
24546,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .","army , nasa libibgan ng",nasa,FIL,,TRUE,,,,
24547,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",", nasa libibgan ng mga",libibgan,FIL,,TRUE,,,TRUE,libingan wrong spelling
24548,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",nasa libibgan ng mga bayani,ng,FIL,,TRUE,,,,
24549,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",libibgan ng mga bayani .,mga,FIL,,TRUE,,,,
24550,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",ng mga bayani .,bayani,FIL,,TRUE,,,,
24551,1526,"Sasabihin lang na patay na ang tatay nya , may karugtong pa na he is an army , nasa libibgan ng mga bayani .",mga bayani .,.,SYM,,TRUE,,,,
24552,1527,itaas ang bandera ng 3D art !,itaas ang bandera,itaas,FIL,,TRUE,,,,
24553,1527,itaas ang bandera ng 3D art !,itaas ang bandera ng,ang,FIL,,TRUE,,,,
24554,1527,itaas ang bandera ng 3D art !,itaas ang bandera ng 3D,bandera,FIL,,TRUE,,,,
24555,1527,itaas ang bandera ng 3D art !,ang bandera ng 3D art,ng,FIL,,TRUE,,,,
24556,1527,itaas ang bandera ng 3D art !,bandera ng 3D art !,3D,UNK,,FALSE,ENG,ABB,,
24557,1527,itaas ang bandera ng 3D art !,ng 3D art !,art,ENG,,TRUE,,,,
24558,1527,itaas ang bandera ng 3D art !,3D art !,!,SYM,,TRUE,,,,
24559,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .","Sama sama ,",Sama,FIL,,TRUE,,,TRUE,should be sama-sama
24560,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .","Sama sama , masaya",sama,FIL,,TRUE,,,TRUE,should be sama-sama
24561,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .","Sama sama , masaya at",",",SYM,,TRUE,,,,
24562,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .","sama , masaya at nagkakaisa",masaya,FIL,,TRUE,,,,
24563,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",", masaya at nagkakaisa ang",at,FIL,,TRUE,,,,
24564,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",masaya at nagkakaisa ang tunay,nagkakaisa,FIL,,TRUE,,,,
24565,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",at nagkakaisa ang tunay na,ang,FIL,,TRUE,,,,
24566,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",nagkakaisa ang tunay na diwa,tunay,FIL,,TRUE,,,,
24567,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",ang tunay na diwa ng,na,FIL,,TRUE,,,,
24568,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",tunay na diwa ng pasko,diwa,FIL,,TRUE,,,,
24569,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",na diwa ng pasko .,ng,FIL,,TRUE,,,,
24570,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",diwa ng pasko .,pasko,FIL,NE,TRUE,,,,
24571,1528,"Sama sama , masaya at nagkakaisa ang tunay na diwa ng pasko .",ng pasko .,.,SYM,,TRUE,,,,
24572,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,TIGNAN : Kasalukuyang,TIGNAN,FIL,,TRUE,,,,
24573,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,TIGNAN : Kasalukuyang nagaganap,:,SYM,,TRUE,,,,
24574,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,TIGNAN : Kasalukuyang nagaganap ang,Kasalukuyang,FIL,,TRUE,,,,
24575,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,: Kasalukuyang nagaganap ang pagkikilos,nagaganap,FIL,,TRUE,,,,
24576,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,Kasalukuyang nagaganap ang pagkikilos sa,ang,FIL,,TRUE,,,,
24577,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,nagaganap ang pagkikilos sa Mendiola,pagkikilos,FIL,,TRUE,,,,
24578,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,ang pagkikilos sa Mendiola .,sa,FIL,,TRUE,,,,
24579,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,pagkikilos sa Mendiola .,Mendiola,UNK,NE,TRUE,,,,“Mendiola” is not an English or Filipino word; it’s a proper name of Spanish origin
24580,1529,TIGNAN : Kasalukuyang nagaganap ang pagkikilos sa Mendiola .,sa Mendiola .,.,SYM,,TRUE,,,,
24581,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",Sa kabilang banda,Sa,FIL,,TRUE,,,,
24582,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .","Sa kabilang banda ,",kabilang,FIL,,TRUE,,,,
24583,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .","Sa kabilang banda , tumutukoy",banda,FIL,,TRUE,,,,
24584,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .","kabilang banda , tumutukoy ito",",",SYM,,TRUE,,,,
24585,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .","banda , tumutukoy ito sa",tumutukoy,FIL,,TRUE,,,,
24586,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",", tumutukoy ito sa karunungan",ito,FIL,,TRUE,,,,
24587,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",tumutukoy ito sa karunungan at,sa,FIL,,TRUE,,,,
24588,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",ito sa karunungan at istratehiya,karunungan,FIL,,TRUE,,,,
24589,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",sa karunungan at istratehiya ng,at,FIL,,TRUE,,,,
24590,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",karunungan at istratehiya ng Aking,istratehiya,FIL,,TRUE,,,,
24591,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",at istratehiya ng Aking mga,ng,FIL,,TRUE,,,,
24592,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",istratehiya ng Aking mga pagkilos,Aking,FIL,,TRUE,,,,
24593,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .","ng Aking mga pagkilos ,",mga,FIL,,TRUE,,,,
24594,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .","Aking mga pagkilos , gayundin",pagkilos,FIL,,TRUE,,,,
24595,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .","mga pagkilos , gayundin ay",",",SYM,,TRUE,,,,
24596,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .","pagkilos , gayundin ay sa",gayundin,FIL,,TRUE,,,,
24597,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",", gayundin ay sa kung",ay,FIL,,TRUE,,,,
24598,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",gayundin ay sa kung ano,sa,FIL,,TRUE,,,,
24599,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",ay sa kung ano Ako,kung,FIL,,TRUE,,,,
24600,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",sa kung ano Ako at,ano,FIL,,TRUE,,,,
24601,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",kung ano Ako at anong,Ako,FIL,,TRUE,,,,
24602,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",ano Ako at anong mayroon,at,FIL,,TRUE,,,,
24603,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",Ako at anong mayroon Ako,anong,FIL,,TRUE,,,,
24604,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",at anong mayroon Ako .,mayroon,FIL,,TRUE,,,,
24605,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",anong mayroon Ako .,Ako,FIL,,TRUE,,,,
24606,1530,"Sa kabilang banda , tumutukoy ito sa karunungan at istratehiya ng Aking mga pagkilos , gayundin ay sa kung ano Ako at anong mayroon Ako .",mayroon Ako .,.,SYM,,TRUE,,,,
24607,1531,ansaya manuod ng mga vlogs niyong dalawa mhelsibayan,ansaya manuod ng,ansaya,FIL,,TRUE,,,TRUE,ang saya
24608,1531,ansaya manuod ng mga vlogs niyong dalawa mhelsibayan,ansaya manuod ng mga,manuod,FIL,,TRUE,,,,
24609,1531,ansaya manuod ng mga vlogs niyong dalawa mhelsibayan,ansaya manuod ng mga vlogs,ng,FIL,,TRUE,,,,
24610,1531,ansaya manuod ng mga vlogs niyong dalawa mhelsibayan,manuod ng mga vlogs niyong,mga,FIL,,TRUE,,,,
24611,1531,ansaya manuod ng mga vlogs niyong dalawa mhelsibayan,ng mga vlogs niyong dalawa,vlogs,ENG,,TRUE,,,,
24612,1531,ansaya manuod ng mga vlogs niyong dalawa mhelsibayan,mga vlogs niyong dalawa mhelsibayan,niyong,FIL,,TRUE,,,,
24613,1531,ansaya manuod ng mga vlogs niyong dalawa mhelsibayan,vlogs niyong dalawa mhelsibayan,dalawa,FIL,,TRUE,,,,
24614,1531,ansaya manuod ng mga vlogs niyong dalawa mhelsibayan,niyong dalawa mhelsibayan,mhelsibayan,UNK,NE,TRUE,,,,
24615,1532,"Katulad ng ibang pagdiriwang ng birthday parties ngayon , wala rin kaibahan ang ginawa ng mag-asawang Dingdong Dantes at Marian Rivera para sa kanilang napakagandang unica hija na si Zia Dantes .",Katulad ng ibang,Katulad,FIL,,TRUE,,,,
24616,1532,"Katulad ng ibang pagdiriwang ng birthday parties ngayon , wala rin kaibahan ang ginawa ng mag-asawang Dingdong Dantes at Marian Rivera para sa kanilang napakagandang unica hija na si Zia Dantes .",Katulad ng ibang pagdiriwang,ng,FIL,,TRUE,,,,
24617,1532,"Katulad ng ibang pagdiriwang ng birthday parties ngayon , wala rin kaibahan ang ginawa ng mag-asawang Dingdong Dantes at Marian Rivera para sa kanilang napakagandang unica hija na si Zia Dantes .",Katulad ng ibang pagdiriwang ng,ibang,FIL,,TRUE,,,,
24618,1532,"Katulad ng ibang pagdiriwang ng birthday parties ngayon , wala rin kaibahan ang ginawa ng mag-asawang Dingdong Dantes at Marian Rivera para sa kanilang napakagandang unica hija na si Zia Dantes .",ng ibang pagdiriwang ng birthday,pagdiriwang,FIL,,TRUE,,,,
24619,1532,"Katulad ng ibang pagdiriwang ng birthday parties ngayon , wala rin kaibahan ang ginawa ng mag-asawang Dingdong Dantes at Marian Rivera para sa kanilang napakagandang unica hija na si Zia Dantes .",ibang pagdiriwang ng birthday parties,ng,FIL,,TRUE,,,,
24620,1532,"Katulad ng ibang pagdiriwang ng birthday parties ngayon , wala rin kaibahan ang ginawa ng mag-asawang Dingdong Dantes at Marian Rivera para sa kanilang napakagandang unica hija na si Zia Dantes .",pagdiriwang ng birthday parties ngayon,birthday,ENG,,TRUE,,,,
24621,1532,"Katulad ng ibang pagdiriwang ng birthday parties ngayon , wala rin kaibahan ang ginawa ng mag-asawang Dingdong Dantes at Marian Rivera para sa kanilang napakagandang unica hija na si Zia Dantes .","ng birthday parties ngayon ,",parties,ENG,,TRUE,,,,
